yearOfRegistration,Datasource,gender,citizenship,isForcedLabour,ControlCategory,RecruiterCategory,ExploitType,Labor_Type,ageCategories
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Female,UA,1,Financial,Friend/Acquaintance,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Female,NP,1,Financial,Other,Forced Labor,12,Age 39-47
2015,Case Management,Female,NP,1,Financial,Other,Forced Labor,12,Age 39-47
2015,Case Management,Female,NP,1,Threats,Other,Forced Labor,12,Age 39-47
2015,Case Management,Female,NP,1,Financial,Other,Forced Labor,12,Age 39-47
2015,Case Management,Female,NP,1,Threats,Other,Forced Labor,12,Age 39-47
2015,Case Management,Female,NP,1,Threats,Other,Forced Labor,12,Age 39-47
2015,Case Management,Female,NP,1,Threats,Other,Forced Labor,12,Age 39-47
2015,Case Management,Female,NP,1,Financial,Other,Forced Labor,12,Age 39-47
2015,Case Management,Female,NP,1,Threats,Other,Forced Labor,12,Age 39-47
2015,Case Management,Female,NP,1,Threats,Other,Forced Labor,12,Age 39-47
2015,Case Management,Female,NP,1,Financial,Other,Forced Labor,12,Age 39-47
2015,Case Management,Female,NP,1,Financial,Other,Forced Labor,12,Age 39-47
2015,Case Management,Female,NP,1,Financial,Other,Forced Labor,12,Age 39-47
2015,Case Management,Female,NP,1,Threats,Other,Forced Labor,12,Age 39-47
2015,Case Management,Female,NP,1,Financial,Other,Forced Labor,12,Age 39-47
2015,Case Management,Female,PH,1,Financial,Other,Forced Labor,12,Age 39-47
2015,Case Management,Female,PH,1,Threats,Friend/Acquaintance,Forced Labor,12,Age 39-47
2015,Case Management,Female,PH,1,Financial,Family/Relative,Forced Labor,12,Age 39-47
2015,Case Management,Female,PH,1,Threats,Other,Forced Labor,12,Age 39-47
2015,Case Management,Female,PH,1,Threats,Other,Forced Labor,12,Age 39-47
2015,Case Management,Female,PH,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 39-47
2015,Case Management,Female,PH,1,Physical,Other,Forced Labor,12,Age 39-47
2015,Case Management,Female,PH,1,Financial,Family/Relative,Forced Labor,12,Age 39-47
2015,Case Management,Female,PH,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 39-47
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 39-47
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 39-47
2015,Case Management,Female,UA,1,Financial,Friend/Acquaintance,Forced Labor,Manufacturing,Age 39-47
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 39-47
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 39-47
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 39-47
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 39-47
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 39-47
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 39-47
2015,Case Management,Female,UA,1,Survival,Other,Forced Labor,Manufacturing,Age 39-47
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 39-47
2015,Case Management,Female,UA,1,Threats,Other,Forced Labor,Manufacturing,Age 39-47
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 39-47
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Threats,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Friend/Acquaintance,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Threats,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Friend/Acquaintance,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Friend/Acquaintance,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Friend/Acquaintance,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Threats,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 48+
2015,Case Management,Female,UA,1,Other,Other,Forced Labor,12,Age 48+
2015,Case Management,Female,UA,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 48+
2015,Case Management,Female,UA,1,Other,Other,Forced Labor,12,Age 48+
2015,Case Management,Female,UA,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,12,Age 48+
2015,Case Management,Female,UA,1,Other,Other,Forced Labor,12,Age 48+
2015,Case Management,Female,UA,1,Other,Other,Forced Labor,12,Age 48+
2015,Case Management,Female,UA,1,Other,Other,Forced Labor,12,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,12,Age 48+
2015,Case Management,Female,UA,1,Other,Other,Forced Labor,12,Age 48+
2015,Case Management,Female,UA,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 48+
2015,Case Management,Female,UA,1,Financial,Other,Forced Labor,12,Age 48+
2015,Case Management,Female,UA,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 48+
2015,Case Management,Female,UA,1,Other,Other,Forced Labor,12,Age 48+
2015,Case Management,Female,UA,1,Other,Other,Forced Labor,12,Age 48+
2015,Case Management,Female,BY,0,Threats,Friend/Acquaintance,Sexual Exploitation,12,Age 9-17
2015,Case Management,Female,BY,0,Threats,Friend/Acquaintance,Sexual Exploitation,12,Age 9-17
2015,Case Management,Female,BY,0,Threats,Other,Sexual Exploitation,12,Age 9-17
2015,Case Management,Female,BY,0,Threats,Friend/Acquaintance,Sexual Exploitation,12,Age 9-17
2015,Case Management,Female,BY,0,Threats,Other,Sexual Exploitation,12,Age 9-17
2015,Case Management,Female,BY,0,Threats,Friend/Acquaintance,Sexual Exploitation,12,Age 9-17
2015,Case Management,Female,BY,0,Threats,Family/Relative,Sexual Exploitation,12,Age 9-17
2015,Case Management,Female,BY,0,Threats,Other,Sexual Exploitation,12,Age 9-17
2015,Case Management,Female,BY,0,Threats,Family/Relative,Sexual Exploitation,12,Age 9-17
2015,Case Management,Female,BY,0,Threats,Friend/Acquaintance,Sexual Exploitation,12,Age 9-17
2015,Case Management,Female,ID,1,Threats,Friend/Acquaintance,Forced Labor,12,Age 9-17
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,12,Age 18-20
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,12,Age 18-20
2015,Case Management,Male,MM,1,Other,Family/Relative,Forced Labor,12,Age 18-20
2015,Case Management,Male,BY,1,Threats,Friend/Acquaintance,Forced Labor,Construction,Age 21-23
2015,Case Management,Male,BY,1,Financial,Friend/Acquaintance,Forced Labor,Construction,Age 21-23
2015,Case Management,Male,BY,1,Financial,Friend/Acquaintance,Forced Labor,Construction,Age 21-23
2015,Case Management,Male,BY,1,Threats,Other,Forced Labor,Construction,Age 21-23
2015,Case Management,Male,BY,1,Financial,Friend/Acquaintance,Forced Labor,Construction,Age 21-23
2015,Case Management,Male,BY,1,Financial,Friend/Acquaintance,Forced Labor,Construction,Age 21-23
2015,Case Management,Male,BY,1,Financial,Other,Forced Labor,Construction,Age 21-23
2015,Case Management,Male,BY,1,Financial,Other,Forced Labor,Construction,Age 21-23
2015,Case Management,Male,BY,1,Financial,Other,Forced Labor,Construction,Age 21-23
2015,Case Management,Male,BY,1,Financial,Other,Forced Labor,Construction,Age 21-23
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,12,Age 21-23
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,12,Age 21-23
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,12,Age 21-23
2015,Case Management,Male,KG,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 24-26
2015,Case Management,Male,KG,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 24-26
2015,Case Management,Male,KG,1,Financial,Other,Forced Labor,12,Age 24-26
2015,Case Management,Male,KG,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 24-26
2015,Case Management,Male,KG,1,Financial,Other,Forced Labor,12,Age 24-26
2015,Case Management,Male,KG,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 24-26
2015,Case Management,Male,KG,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 24-26
2015,Case Management,Male,KG,1,Financial,Other,Forced Labor,12,Age 24-26
2015,Case Management,Male,KG,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 24-26
2015,Case Management,Male,KG,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 24-26
2015,Case Management,Male,KG,1,Financial,Other,Forced Labor,12,Age 24-26
2015,Case Management,Male,KH,1,Other,Other,Forced Labor,12,Age 24-26
2015,Case Management,Male,KH,1,Other,Friend/Acquaintance,Forced Labor,12,Age 24-26
2015,Case Management,Male,KH,1,Other,Friend/Acquaintance,Forced Labor,12,Age 24-26
2015,Case Management,Male,MM,1,Financial,Other,Forced Labor,Aquafarming,Age 24-26
2015,Case Management,Male,MM,1,Other,Family/Relative,Forced Labor,Aquafarming,Age 24-26
2015,Case Management,Male,MM,1,Financial,Friend/Acquaintance,Forced Labor,Aquafarming,Age 24-26
2015,Case Management,Male,MM,1,Financial,Friend/Acquaintance,Forced Labor,Aquafarming,Age 24-26
2015,Case Management,Male,MM,1,Financial,Friend/Acquaintance,Forced Labor,Aquafarming,Age 24-26
2015,Case Management,Male,MM,1,Other,Friend/Acquaintance,Forced Labor,Aquafarming,Age 24-26
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,Aquafarming,Age 24-26
2015,Case Management,Male,MM,1,Financial,Friend/Acquaintance,Forced Labor,Aquafarming,Age 24-26
2015,Case Management,Male,MM,1,Financial,Other,Forced Labor,Aquafarming,Age 24-26
2015,Case Management,Male,MM,1,Financial,Friend/Acquaintance,Forced Labor,Aquafarming,Age 24-26
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,12,Age 24-26
2015,Case Management,Male,MM,1,Financial,Other,Forced Labor,12,Age 24-26
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,12,Age 24-26
2015,Case Management,Male,UA,1,Financial,Friend/Acquaintance,Forced Labor,Construction,Age 24-26
2015,Case Management,Male,UA,1,Threats,Other,Forced Labor,Construction,Age 24-26
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 24-26
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 24-26
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 24-26
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 24-26
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 24-26
2015,Case Management,Male,UA,1,Financial,Friend/Acquaintance,Forced Labor,Construction,Age 24-26
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 24-26
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 24-26
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 24-26
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 24-26
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 24-26
2015,Case Management,Male,KH,1,Other,Other,Forced Labor,12,Age 27-29
2015,Case Management,Male,KH,1,Other,Other,Forced Labor,12,Age 27-29
2015,Case Management,Male,KH,1,Other,Other,Forced Labor,12,Age 27-29
2015,Case Management,Male,KH,1,Other,Other,Forced Labor,12,Age 27-29
2015,Case Management,Male,KH,1,Other,Other,Forced Labor,12,Age 27-29
2015,Case Management,Male,KH,1,Other,Other,Forced Labor,12,Age 27-29
2015,Case Management,Male,KH,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 27-29
2015,Case Management,Male,KH,1,Financial,Family/Relative,Forced Labor,12,Age 27-29
2015,Case Management,Male,KH,1,Other,Other,Forced Labor,12,Age 27-29
2015,Case Management,Male,MM,1,Other,Family/Relative,Forced Labor,12,Age 27-29
2015,Case Management,Male,MM,1,Other,Friend/Acquaintance,Forced Labor,12,Age 27-29
2015,Case Management,Male,MM,1,Other,Friend/Acquaintance,Forced Labor,12,Age 27-29
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,12,Age 27-29
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,12,Age 27-29
2015,Case Management,Male,MM,1,Other,Friend/Acquaintance,Forced Labor,12,Age 27-29
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,12,Age 27-29
2015,Case Management,Male,MM,1,Financial,Other,Forced Labor,12,Age 27-29
2015,Case Management,Male,MM,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 27-29
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,12,Age 27-29
2015,Case Management,Male,MM,1,Other,Friend/Acquaintance,Forced Labor,12,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,UA,1,Threats,Other,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,UA,1,Financial,Friend/Acquaintance,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Construction,Age 27-29
2015,Case Management,Male,BY,1,Financial,Other,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Financial,Friend/Acquaintance,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Financial,Friend/Acquaintance,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Financial,Friend/Acquaintance,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Financial,Other,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Financial,Friend/Acquaintance,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Financial,Friend/Acquaintance,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Threats,Other,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Financial,Friend/Acquaintance,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Financial,Other,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Financial,Friend/Acquaintance,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Financial,Friend/Acquaintance,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Financial,Family/Relative,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Financial,Friend/Acquaintance,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Threats,Other,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Financial,Friend/Acquaintance,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Threats,Other,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Financial,Friend/Acquaintance,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Threats,Friend/Acquaintance,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Financial,Friend/Acquaintance,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Financial,Other,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,BY,1,Financial,Other,Forced Labor,Construction,Age 30-38
2015,Case Management,Male,KG,1,Financial,Family/Relative,Forced Labor,12,Age 30-38
2015,Case Management,Male,KG,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 30-38
2015,Case Management,Male,KG,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 30-38
2015,Case Management,Male,KG,1,Financial,Other,Forced Labor,12,Age 30-38
2015,Case Management,Male,KG,1,Financial,Other,Forced Labor,12,Age 30-38
2015,Case Management,Male,KG,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 30-38
2015,Case Management,Male,KG,1,Financial,Other,Forced Labor,12,Age 30-38
2015,Case Management,Male,KG,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 30-38
2015,Case Management,Male,KG,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 30-38
2015,Case Management,Male,KG,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 30-38
2015,Case Management,Male,KG,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 30-38
2015,Case Management,Male,KG,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 30-38
2015,Case Management,Male,KG,1,Financial,Other,Forced Labor,12,Age 30-38
2015,Case Management,Male,KG,1,Financial,Other,Forced Labor,12,Age 30-38
2015,Case Management,Male,KG,1,Financial,Family/Relative,Forced Labor,12,Age 30-38
2015,Case Management,Male,KH,1,Other,Other,Forced Labor,12,Age 30-38
2015,Case Management,Male,KH,1,Other,Other,Forced Labor,12,Age 30-38
2015,Case Management,Male,KH,1,Other,Friend/Acquaintance,Forced Labor,12,Age 30-38
2015,Case Management,Male,KH,1,Other,Other,Forced Labor,12,Age 30-38
2015,Case Management,Male,KH,1,Threats,Other,Forced Labor,12,Age 30-38
2015,Case Management,Male,KH,1,Other,Friend/Acquaintance,Forced Labor,12,Age 30-38
2015,Case Management,Male,KH,1,Other,Friend/Acquaintance,Forced Labor,12,Age 30-38
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Financial,Other,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Financial,Friend/Acquaintance,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Threats,Friend/Acquaintance,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Financial,Friend/Acquaintance,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Threats,Family/Relative,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Threats,Friend/Acquaintance,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Other,Friend/Acquaintance,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Financial,Friend/Acquaintance,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Threats,Friend/Acquaintance,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Financial,Friend/Acquaintance,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Financial,Friend/Acquaintance,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Financial,Other,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Financial,Other,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Financial,Friend/Acquaintance,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Financial,Friend/Acquaintance,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Survival,Friend/Acquaintance,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Other,Friend/Acquaintance,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Financial,Other,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Other,Friend/Acquaintance,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Survival,Other,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Other,Friend/Acquaintance,Forced Labor,Aquafarming,Age 30-38
2015,Case Management,Male,MM,1,Other,Friend/Acquaintance,Forced Labor,12,Age 30-38
2015,Case Management,Male,MM,1,Other,Friend/Acquaintance,Forced Labor,12,Age 30-38
2015,Case Management,Male,MM,1,Other,Friend/Acquaintance,Forced Labor,12,Age 30-38
2015,Case Management,Male,MM,1,Financial,Friend/Acquaintance,Forced Labor,12,Age 30-38
2015,Case Management,Male,MM,1,Financial,Other,Forced Labor,12,Age 30-38
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,12,Age 30-38
2015,Case Management,Male,MM,1,Threats,Other,Forced Labor,12,Age 30-38
2015,Case Management,Male,MM,1,Other,Friend/Acquaintance,Forced Labor,12,Age 30-38
2015,Case Management,Male,MM,1,Other,Friend/Acquaintance,Forced Labor,12,Age 30-38
2015,Case Management,Male,MM,1,Other,Friend/Acquaintance,Forced Labor,12,Age 30-38
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,12,Age 30-38
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,12,Age 30-38
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,12,Age 30-38
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,12,Age 30-38
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,12,Age 30-38
2015,Case Management,Male,MM,1,Survival,Family/Relative,Forced Labor,12,Age 30-38
2015,Case Management,Male,MM,1,Other,Other,Forced Labor,12,Age 30-38
2015,Case Management,Male,MM,1,Financial,Other,Forced Labor,12,Age 30-38
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
2015,Case Management,Male,UA,1,Financial,Other,Forced Labor,Manufacturing,Age 30-38
