,yearOfRegistration,Datasource,gender,ageBroad,citizenship,isForcedLabour,control_category,RecruiterCategory,ExploitType,Labor_Type
9044,2011.0,Case Management,Male,0--8,MD,,Other,,,
9045,2011.0,Case Management,Male,0--8,MD,,Other,,,
9046,2011.0,Case Management,Male,0--8,MD,,Other,,,
9047,2011.0,Case Management,Male,0--8,MD,,Other,,,
9048,2011.0,Case Management,Male,0--8,MD,,Other,,,
9049,2011.0,Case Management,Male,0--8,MD,,Other,,,
9050,2011.0,Case Management,Male,0--8,MD,,Other,,,
9051,2011.0,Case Management,Male,0--8,MD,,Other,,,
9052,2011.0,Case Management,Male,0--8,MD,,Other,,,
9053,2011.0,Case Management,Male,0--8,MD,,Other,,,
9054,2011.0,Case Management,Male,0--8,MD,,Other,,,
9055,2011.0,Case Management,Male,0--8,MD,,Other,,,
9056,2011.0,Case Management,Male,0--8,MD,,Other,,,
9057,2011.0,Case Management,Male,0--8,MD,,Other,,,
9058,2011.0,Case Management,Male,0--8,MD,,Other,,,
9059,2011.0,Case Management,Male,0--8,MD,,Other,,,
9060,2011.0,Case Management,Male,0--8,MD,,Other,,,
9061,2011.0,Case Management,Male,0--8,MD,,Other,,,
9062,2011.0,Case Management,Male,0--8,MD,,Other,,,
9063,2011.0,Case Management,Male,0--8,MD,,Other,,,
9064,2011.0,Case Management,Male,0--8,MD,,Other,,,
9065,2011.0,Case Management,Male,0--8,MD,,Other,,,
9066,2011.0,Case Management,Male,0--8,MD,,Other,,,
9067,2011.0,Case Management,Male,18--20,MD,,Other,,,
9068,2011.0,Case Management,Male,18--20,MD,,Other,,,
9069,2011.0,Case Management,Male,18--20,MD,,Other,,,
9070,2011.0,Case Management,Male,18--20,MD,,Other,,,
9071,2011.0,Case Management,Male,18--20,MD,,Other,,,
9072,2011.0,Case Management,Male,18--20,MD,,Other,,,
9073,2011.0,Case Management,Male,18--20,MD,,Other,,,
9074,2011.0,Case Management,Male,18--20,MD,,Other,,,
9075,2011.0,Case Management,Male,18--20,MD,,Other,,,
9076,2011.0,Case Management,Male,18--20,MD,,Other,,,
9077,2011.0,Case Management,Male,18--20,MD,,Other,,,
9078,2011.0,Case Management,Male,18--20,MD,,Other,,,
9079,2011.0,Case Management,Male,21--23,KG,,Other,,,
9080,2011.0,Case Management,Male,21--23,KG,,Other,,,
9081,2011.0,Case Management,Male,21--23,KG,,Other,,,
9082,2011.0,Case Management,Male,21--23,KG,,Other,,,
9083,2011.0,Case Management,Male,21--23,KG,,Other,,,
9084,2011.0,Case Management,Male,21--23,KG,,Other,,,
9085,2011.0,Case Management,Male,21--23,KG,,Other,,,
9086,2011.0,Case Management,Male,21--23,KG,,Other,,,
9087,2011.0,Case Management,Male,21--23,KG,,Other,,,
9088,2011.0,Case Management,Male,21--23,KG,,Other,,,
9089,2011.0,Case Management,Male,21--23,KG,,Other,,,
9090,2011.0,Case Management,Male,21--23,KG,,Other,,,
9091,2011.0,Case Management,Male,21--23,UA,,Other,,,
9092,2011.0,Case Management,Male,21--23,UA,,Other,,,
9093,2011.0,Case Management,Male,21--23,UA,,Other,,,
9094,2011.0,Case Management,Male,21--23,UA,,Other,,,
9095,2011.0,Case Management,Male,21--23,UA,,Other,,,
9096,2011.0,Case Management,Male,21--23,UA,,Other,,,
9097,2011.0,Case Management,Male,21--23,UA,,Other,,,
9098,2011.0,Case Management,Male,21--23,UA,,Other,,,
9099,2011.0,Case Management,Male,21--23,UA,,Other,,,
9100,2011.0,Case Management,Male,21--23,UA,,Other,,,
9101,2011.0,Case Management,Male,21--23,UA,,Other,,,
9102,2011.0,Case Management,Male,21--23,UA,,Other,,,
9103,2011.0,Case Management,Male,24--26,UA,1.0,Other,,,Construction
9104,2011.0,Case Management,Male,24--26,UA,1.0,Other,,,Construction
9105,2011.0,Case Management,Male,24--26,UA,1.0,Other,,,Construction
9106,2011.0,Case Management,Male,24--26,UA,1.0,Other,,,Construction
9107,2011.0,Case Management,Male,24--26,UA,1.0,Other,,,Construction
9108,2011.0,Case Management,Male,24--26,UA,1.0,Other,,Labor,Construction
9109,2011.0,Case Management,Male,24--26,UA,1.0,Other,,,Construction
9110,2011.0,Case Management,Male,24--26,UA,1.0,Other,,,Construction
9111,2011.0,Case Management,Male,24--26,UA,1.0,Other,,,Construction
9112,2011.0,Case Management,Male,24--26,UA,1.0,Other,,,Construction
9113,2011.0,Case Management,Male,24--26,UA,1.0,Other,,Labor,Construction
9114,2011.0,Case Management,Male,24--26,UA,1.0,Other,,,Construction
9115,2011.0,Case Management,Male,24--26,UA,,Other,,,
9116,2011.0,Case Management,Male,24--26,UA,,Other,,,
9117,2011.0,Case Management,Male,24--26,UA,,Other,,,
9118,2011.0,Case Management,Male,24--26,UA,,Other,,,
9119,2011.0,Case Management,Male,24--26,UA,,Other,,,
9120,2011.0,Case Management,Male,24--26,UA,,Other,,,
9121,2011.0,Case Management,Male,24--26,UA,,Other,,,
9122,2011.0,Case Management,Male,24--26,UA,,Other,,,
9123,2011.0,Case Management,Male,24--26,UA,,Other,,,
9124,2011.0,Case Management,Male,24--26,UA,,Other,,,
9125,2011.0,Case Management,Male,24--26,UA,,Other,,,
9126,2011.0,Case Management,Male,24--26,UA,,Other,,,
9127,2011.0,Case Management,Male,24--26,UA,,Other,,,
9128,2011.0,Case Management,Male,24--26,UA,,Other,,,
9129,2011.0,Case Management,Male,27--29,BY,1.0,Other,,Labor,Construction
9130,2011.0,Case Management,Male,27--29,BY,1.0,Other,,Labor,Construction
9131,2011.0,Case Management,Male,27--29,BY,1.0,Other,,Labor,Construction
9132,2011.0,Case Management,Male,27--29,BY,1.0,Other,,Labor,Construction
9133,2011.0,Case Management,Male,27--29,BY,1.0,Other,,Labor,Construction
9134,2011.0,Case Management,Male,27--29,BY,1.0,Other,,Labor,Construction
9135,2011.0,Case Management,Male,27--29,BY,1.0,Other,,Labor,Construction
9136,2011.0,Case Management,Male,27--29,BY,1.0,Other,,Labor,Construction
9137,2011.0,Case Management,Male,27--29,BY,1.0,Other,,Labor,Construction
9138,2011.0,Case Management,Male,27--29,BY,1.0,Other,,Labor,Construction
9139,2011.0,Case Management,Male,27--29,BY,1.0,Other,,Labor,Construction
9140,2011.0,Case Management,Male,27--29,BY,1.0,Other,,Labor,Construction
9141,2011.0,Case Management,Male,27--29,BY,1.0,Other,,Labor,Construction
9142,2011.0,Case Management,Male,27--29,BY,,Other,,,
9143,2011.0,Case Management,Male,27--29,BY,,Other,,,
9144,2011.0,Case Management,Male,27--29,BY,,Other,,,
9145,2011.0,Case Management,Male,27--29,BY,,Other,,,
9146,2011.0,Case Management,Male,27--29,BY,,Other,,,
9147,2011.0,Case Management,Male,27--29,BY,,Other,,,
9148,2011.0,Case Management,Male,27--29,BY,,Other,,,
9149,2011.0,Case Management,Male,27--29,BY,,Other,,,
9150,2011.0,Case Management,Male,27--29,BY,,Other,,,
9151,2011.0,Case Management,Male,27--29,BY,,Other,,,
9152,2011.0,Case Management,Male,27--29,BY,,Other,,,
9153,2011.0,Case Management,Male,27--29,BY,,Other,,,
9154,2011.0,Case Management,Male,27--29,BY,,Other,,,
9155,2011.0,Case Management,Male,27--29,BY,,Other,,,
9156,2011.0,Case Management,Male,27--29,BY,,Other,,,
9157,2011.0,Case Management,Male,27--29,UA,1.0,Other,,,Construction
9158,2011.0,Case Management,Male,27--29,UA,1.0,Other,,Labor,Construction
9159,2011.0,Case Management,Male,27--29,UA,1.0,Other,,,Construction
9160,2011.0,Case Management,Male,27--29,UA,1.0,Other,,,Construction
9161,2011.0,Case Management,Male,27--29,UA,1.0,Financial,,Labor,Construction
9162,2011.0,Case Management,Male,27--29,UA,1.0,Other,,,Construction
9163,2011.0,Case Management,Male,27--29,UA,1.0,Other,,,Construction
9164,2011.0,Case Management,Male,27--29,UA,1.0,Other,,Labor,Construction
9165,2011.0,Case Management,Male,27--29,UA,1.0,Other,,,Construction
9166,2011.0,Case Management,Male,27--29,UA,1.0,Other,,,Construction
9167,2011.0,Case Management,Male,27--29,UA,1.0,Other,,Labor,Construction
9168,2011.0,Case Management,Male,27--29,UA,1.0,Other,,,Construction
9169,2011.0,Case Management,Male,27--29,UA,1.0,Other,,,Construction
9170,2011.0,Case Management,Male,27--29,UA,1.0,Other,,,Construction
9171,2011.0,Case Management,Male,27--29,UA,1.0,Other,,Labor,Construction
9172,2011.0,Case Management,Male,27--29,UA,1.0,Other,,,Construction
9173,2011.0,Case Management,Male,27--29,UA,1.0,Other,,,Construction
9174,2011.0,Case Management,Male,30--38,KG,1.0,Other,,Labor,Construction
9175,2011.0,Case Management,Male,30--38,KG,1.0,Other,,Labor,Construction
9176,2011.0,Case Management,Male,30--38,KG,1.0,Other,,Labor,Construction
9177,2011.0,Case Management,Male,30--38,KG,1.0,Other,,Labor,Construction
9178,2011.0,Case Management,Male,30--38,KG,1.0,Other,,Labor,Construction
9179,2011.0,Case Management,Male,30--38,KG,1.0,Other,,Labor,Construction
9180,2011.0,Case Management,Male,30--38,KG,1.0,Other,,Labor,Construction
9181,2011.0,Case Management,Male,30--38,KG,1.0,Other,,Labor,Construction
9182,2011.0,Case Management,Male,30--38,KG,1.0,Other,,Labor,Construction
9183,2011.0,Case Management,Male,30--38,KG,1.0,Other,,Labor,Construction
9184,2011.0,Case Management,Male,30--38,KG,1.0,Other,,Labor,Construction
9185,2011.0,Case Management,Male,30--38,KG,1.0,Other,,Labor,Construction
9186,2011.0,Case Management,Male,30--38,KG,1.0,Other,,Labor,Construction
9187,2011.0,Case Management,Male,30--38,KG,1.0,Other,,Labor,Construction
9188,2011.0,Case Management,Male,30--38,KG,,Other,,,
9189,2011.0,Case Management,Male,30--38,KG,,Other,,,
9190,2011.0,Case Management,Male,30--38,KG,,Other,,,
9191,2011.0,Case Management,Male,30--38,KG,,Other,,,
9192,2011.0,Case Management,Male,30--38,KG,,Other,,,
9193,2011.0,Case Management,Male,30--38,KG,,Other,,,
9194,2011.0,Case Management,Male,30--38,KG,,Other,,,
9195,2011.0,Case Management,Male,30--38,KG,,Other,,,
9196,2011.0,Case Management,Male,30--38,KG,,Other,,,
9197,2011.0,Case Management,Male,30--38,KG,,Other,,,
9198,2011.0,Case Management,Male,30--38,KG,,Other,,,
9199,2011.0,Case Management,Male,30--38,KG,,Other,,,
9200,2011.0,Case Management,Male,30--38,KG,,Other,,,
9201,2011.0,Case Management,Male,30--38,KG,,Other,,,
9202,2011.0,Case Management,Male,30--38,KG,,Other,,,
9203,2011.0,Case Management,Male,30--38,KG,,Other,,,
9204,2011.0,Case Management,Male,30--38,KG,,Other,,,
9205,2011.0,Case Management,Male,30--38,KG,,Other,,,
9206,2011.0,Case Management,Male,30--38,KG,,Other,,,
9207,2011.0,Case Management,Male,30--38,KG,,Other,,,
9208,2011.0,Case Management,Male,30--38,KG,,Other,,,
9209,2011.0,Case Management,Male,30--38,KG,,Other,,,
9210,2011.0,Case Management,Male,30--38,KG,,Other,,,
9211,2011.0,Case Management,Male,30--38,KG,,Other,,,
9212,2011.0,Case Management,Male,30--38,KG,,Other,,,
9213,2011.0,Case Management,Male,30--38,KG,,Other,,,
9214,2011.0,Case Management,Male,30--38,KG,,Other,,,
9215,2011.0,Case Management,Male,30--38,KG,,Other,,,
9216,2011.0,Case Management,Male,30--38,MD,,Other,,,
9217,2011.0,Case Management,Male,30--38,MD,,Other,,,
9218,2011.0,Case Management,Male,30--38,MD,,Other,,,
9219,2011.0,Case Management,Male,30--38,MD,,Other,,,
9220,2011.0,Case Management,Male,30--38,MD,,Other,,,
9221,2011.0,Case Management,Male,30--38,MD,,Other,,,
9222,2011.0,Case Management,Male,30--38,MD,,Other,,,
9223,2011.0,Case Management,Male,30--38,MD,,Other,,,
9224,2011.0,Case Management,Male,30--38,MD,,Other,,,
9225,2011.0,Case Management,Male,30--38,MD,,Other,,,
9226,2011.0,Case Management,Male,30--38,MD,,Other,,,
9227,2011.0,Case Management,Male,30--38,UA,1.0,Other,,Labor,Construction
9228,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9229,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9230,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9231,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9232,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9233,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9234,2011.0,Case Management,Male,30--38,UA,1.0,Financial,,Labor,Construction
9235,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9236,2011.0,Case Management,Male,30--38,UA,1.0,Other,,Labor,Construction
9237,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9238,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9239,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9240,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9241,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9242,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9243,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9244,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9245,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9246,2011.0,Case Management,Male,30--38,UA,1.0,Other,,Labor,Construction
9247,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9248,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9249,2011.0,Case Management,Male,30--38,UA,1.0,Other,,Labor,Construction
9250,2011.0,Case Management,Male,30--38,UA,1.0,Other,,Labor,Construction
9251,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9252,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9253,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9254,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9255,2011.0,Case Management,Male,30--38,UA,1.0,Financial,,Labor,Construction
9256,2011.0,Case Management,Male,30--38,UA,1.0,Other,,Labor,Construction
9257,2011.0,Case Management,Male,30--38,UA,1.0,Other,,Labor,Construction
9258,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9259,2011.0,Case Management,Male,30--38,UA,1.0,Other,,Labor,Construction
9260,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9261,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9262,2011.0,Case Management,Male,30--38,UA,1.0,Other,,Labor,Construction
9263,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9264,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9265,2011.0,Case Management,Male,30--38,UA,1.0,Other,,Labor,Construction
9266,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9267,2011.0,Case Management,Male,30--38,UA,1.0,Other,,Labor,Construction
9268,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9269,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9270,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9271,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9272,2011.0,Case Management,Male,30--38,UA,1.0,Other,,Labor,Construction
9273,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9274,2011.0,Case Management,Male,30--38,UA,1.0,Other,,Labor,Construction
9275,2011.0,Case Management,Male,30--38,UA,1.0,Other,,Labor,Construction
9276,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9277,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9278,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9279,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9280,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9281,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9282,2011.0,Case Management,Male,30--38,UA,1.0,Other,,Labor,Construction
9283,2011.0,Case Management,Male,30--38,UA,1.0,Other,,Labor,Construction
9284,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9285,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9286,2011.0,Case Management,Male,30--38,UA,1.0,Other,,Labor,Construction
9287,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9288,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9289,2011.0,Case Management,Male,30--38,UA,1.0,Other,,Labor,Construction
9290,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9291,2011.0,Case Management,Male,30--38,UA,1.0,Other,,Labor,Construction
9292,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9293,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9294,2011.0,Case Management,Male,30--38,UA,1.0,Other,,,Construction
9295,2011.0,Case Management,Male,30--38,UA,,Other,,,
9296,2011.0,Case Management,Male,30--38,UA,,Other,,,
9297,2011.0,Case Management,Male,30--38,UA,,Other,,,
9298,2011.0,Case Management,Male,30--38,UA,,Other,,,
9299,2011.0,Case Management,Male,30--38,UA,,Other,,,
9300,2011.0,Case Management,Male,30--38,UA,,Other,,,
9301,2011.0,Case Management,Male,30--38,UA,,Other,,,
9302,2011.0,Case Management,Male,30--38,UA,,Other,,,
9303,2011.0,Case Management,Male,30--38,UA,,Other,,,
9304,2011.0,Case Management,Male,30--38,UA,,Other,,,
9305,2011.0,Case Management,Male,30--38,UA,,Other,,,
9306,2011.0,Case Management,Male,30--38,UA,,Other,,,
9307,2011.0,Case Management,Male,30--38,UA,,Other,,,
9308,2011.0,Case Management,Male,30--38,UA,,Other,,,
9309,2011.0,Case Management,Male,30--38,UA,,Other,,,
9310,2011.0,Case Management,Male,30--38,UA,,Other,,,
9311,2011.0,Case Management,Male,30--38,UA,,Other,,,
9312,2011.0,Case Management,Male,30--38,UA,,Other,,,
9313,2011.0,Case Management,Male,30--38,UA,,Other,,,
9314,2011.0,Case Management,Male,30--38,UA,,Other,,,
9315,2011.0,Case Management,Male,30--38,UA,,Other,,,
9316,2011.0,Case Management,Male,30--38,UA,,Other,,,
9317,2011.0,Case Management,Male,30--38,UA,,Other,,,
9318,2011.0,Case Management,Male,30--38,UA,,Other,,,
9319,2011.0,Case Management,Male,30--38,UA,,Other,,,
9320,2011.0,Case Management,Male,30--38,UA,,Other,,,
9321,2011.0,Case Management,Male,30--38,UA,,Other,,,
9322,2011.0,Case Management,Male,30--38,UA,,Other,,,
9323,2011.0,Case Management,Male,30--38,UA,,Other,,,
9324,2011.0,Case Management,Male,30--38,UA,,Other,,,
9325,2011.0,Case Management,Male,30--38,UA,,Other,,,
9326,2011.0,Case Management,Male,30--38,UZ,,Other,,,
9327,2011.0,Case Management,Male,30--38,UZ,,Other,,,
9328,2011.0,Case Management,Male,30--38,UZ,,Other,,,
9329,2011.0,Case Management,Male,30--38,UZ,,Other,,,
9330,2011.0,Case Management,Male,30--38,UZ,,Other,,,
9331,2011.0,Case Management,Male,30--38,UZ,,Other,,,
9332,2011.0,Case Management,Male,30--38,UZ,,Other,,,
9333,2011.0,Case Management,Male,30--38,UZ,,Other,,,
9334,2011.0,Case Management,Male,30--38,UZ,,Other,,,
9335,2011.0,Case Management,Male,30--38,UZ,,Other,,,
9336,2011.0,Case Management,Male,30--38,UZ,,Other,,,
9337,2011.0,Case Management,Male,30--38,UZ,,Other,,,
9338,2011.0,Case Management,Male,30--38,UZ,,Other,,,
9339,2011.0,Case Management,Male,30--38,UZ,,Other,,,
9340,2011.0,Case Management,Male,30--38,UZ,,Other,,,
9341,2011.0,Case Management,Male,30--38,UZ,,Other,,,
9342,2011.0,Case Management,Male,30--38,UZ,,Other,,,
9343,2011.0,Case Management,Male,39--47,BY,1.0,Other,,Labor,Construction
9344,2011.0,Case Management,Male,39--47,BY,1.0,,,Labor,Construction
9345,2011.0,Case Management,Male,39--47,BY,1.0,Other,,Labor,Construction
9346,2011.0,Case Management,Male,39--47,BY,1.0,Other,,Labor,Construction
9347,2011.0,Case Management,Male,39--47,BY,1.0,Other,,Labor,Construction
9348,2011.0,Case Management,Male,39--47,BY,1.0,Other,,Labor,Construction
9349,2011.0,Case Management,Male,39--47,BY,1.0,Other,,Labor,Construction
9350,2011.0,Case Management,Male,39--47,BY,1.0,Other,,Labor,Construction
9351,2011.0,Case Management,Male,39--47,BY,1.0,Other,,Labor,Construction
9352,2011.0,Case Management,Male,39--47,BY,1.0,Other,,Labor,Construction
9353,2011.0,Case Management,Male,39--47,BY,1.0,Other,,Labor,Construction
9354,2011.0,Case Management,Male,39--47,BY,1.0,Other,,Labor,Construction
9355,2011.0,Case Management,Male,39--47,BY,,Other,,,
9356,2011.0,Case Management,Male,39--47,BY,,Other,,,
9357,2011.0,Case Management,Male,39--47,BY,,Other,,,
9358,2011.0,Case Management,Male,39--47,BY,,Other,,,
9359,2011.0,Case Management,Male,39--47,BY,,Other,,,
9360,2011.0,Case Management,Male,39--47,BY,,Other,,,
9361,2011.0,Case Management,Male,39--47,BY,,Other,,,
9362,2011.0,Case Management,Male,39--47,BY,,Other,,,
9363,2011.0,Case Management,Male,39--47,BY,,Other,,,
9364,2011.0,Case Management,Male,39--47,BY,,Other,,,
9365,2011.0,Case Management,Male,39--47,BY,,Other,,,
9366,2011.0,Case Management,Male,39--47,BY,,Other,,,
9367,2011.0,Case Management,Male,39--47,BY,,Other,,,
9368,2011.0,Case Management,Male,39--47,KG,1.0,Other,,Labor,Construction
9369,2011.0,Case Management,Male,39--47,KG,1.0,Other,,Labor,Construction
9370,2011.0,Case Management,Male,39--47,KG,1.0,Other,,Labor,Construction
9371,2011.0,Case Management,Male,39--47,KG,1.0,Other,,Labor,Construction
9372,2011.0,Case Management,Male,39--47,KG,1.0,Other,,Labor,Construction
9373,2011.0,Case Management,Male,39--47,KG,1.0,Other,,Labor,Construction
9374,2011.0,Case Management,Male,39--47,KG,1.0,Other,,Labor,Construction
9375,2011.0,Case Management,Male,39--47,KG,1.0,Other,,Labor,Construction
9376,2011.0,Case Management,Male,39--47,KG,1.0,Other,,Labor,Construction
9377,2011.0,Case Management,Male,39--47,KG,1.0,Other,,Labor,Construction
9378,2011.0,Case Management,Male,39--47,KG,1.0,Other,,Labor,Construction
9379,2011.0,Case Management,Male,39--47,KG,1.0,Other,,Labor,Construction
9380,2011.0,Case Management,Male,39--47,KG,1.0,Other,,Labor,Construction
9381,2011.0,Case Management,Male,39--47,KG,,Other,,,
9382,2011.0,Case Management,Male,39--47,KG,,Other,,,
9383,2011.0,Case Management,Male,39--47,KG,,Other,,,
9384,2011.0,Case Management,Male,39--47,KG,,Other,,,
9385,2011.0,Case Management,Male,39--47,KG,,Other,,,
9386,2011.0,Case Management,Male,39--47,KG,,Other,,,
9387,2011.0,Case Management,Male,39--47,KG,,Other,,,
9388,2011.0,Case Management,Male,39--47,KG,,Other,,,
9389,2011.0,Case Management,Male,39--47,KG,,Other,,,
9390,2011.0,Case Management,Male,39--47,KG,,Other,,,
9391,2011.0,Case Management,Male,39--47,KG,,Other,,,
9392,2011.0,Case Management,Male,39--47,KG,,Other,,,
9393,2011.0,Case Management,Male,39--47,KG,,Other,,,
9394,2011.0,Case Management,Male,39--47,KG,,Other,,,
9395,2011.0,Case Management,Male,39--47,KG,,Other,,,
9396,2011.0,Case Management,Male,39--47,KG,,Other,,,
9397,2011.0,Case Management,Male,39--47,KG,,Other,,,
9398,2011.0,Case Management,Male,39--47,KG,,Other,,,
9399,2011.0,Case Management,Male,39--47,KG,,Other,,,
9400,2011.0,Case Management,Male,39--47,KG,,Other,,,
9401,2011.0,Case Management,Male,39--47,KG,,Other,,,
9402,2011.0,Case Management,Male,39--47,KG,,Other,,,
9403,2011.0,Case Management,Male,39--47,KG,,Other,,,
9404,2011.0,Case Management,Male,39--47,KG,,Other,,,
9405,2011.0,Case Management,Male,39--47,KG,,Other,,,
9406,2011.0,Case Management,Male,39--47,KG,,Other,,,
9407,2011.0,Case Management,Male,39--47,KG,,Other,,,
9408,2011.0,Case Management,Male,39--47,KG,,Other,,,
9409,2011.0,Case Management,Male,39--47,KG,,Other,,,
9410,2011.0,Case Management,Male,39--47,KG,,Other,,,
9411,2011.0,Case Management,Male,39--47,KG,,Other,,,
9412,2011.0,Case Management,Male,39--47,TJ,,Other,,,
9413,2011.0,Case Management,Male,39--47,TJ,,Other,,,
9414,2011.0,Case Management,Male,39--47,TJ,,Other,,,
9415,2011.0,Case Management,Male,39--47,TJ,,Other,,,
9416,2011.0,Case Management,Male,39--47,TJ,,Other,,,
9417,2011.0,Case Management,Male,39--47,TJ,,Other,,,
9418,2011.0,Case Management,Male,39--47,TJ,,Other,,,
9419,2011.0,Case Management,Male,39--47,TJ,,Other,,,
9420,2011.0,Case Management,Male,39--47,TJ,,Other,,,
9421,2011.0,Case Management,Male,39--47,TJ,,Other,,,
9422,2011.0,Case Management,Male,39--47,TJ,,Other,,,
9423,2011.0,Case Management,Male,39--47,TJ,,Other,,,
9424,2011.0,Case Management,Male,39--47,TJ,,Other,,,
9425,2011.0,Case Management,Male,39--47,TJ,,Other,,,
9426,2011.0,Case Management,Male,39--47,TJ,,Other,,,
9427,2011.0,Case Management,Male,39--47,TJ,,Other,,,
9428,2011.0,Case Management,Male,39--47,TJ,,Other,,,
9429,2011.0,Case Management,Male,39--47,TJ,,Other,,,
9430,2011.0,Case Management,Male,39--47,TJ,,Other,,,
9431,2011.0,Case Management,Male,39--47,UA,1.0,Other,,,Construction
9432,2011.0,Case Management,Male,39--47,UA,1.0,Other,,,Construction
9433,2011.0,Case Management,Male,39--47,UA,1.0,Other,,,Construction
9434,2011.0,Case Management,Male,39--47,UA,1.0,Other,,,Construction
9435,2011.0,Case Management,Male,39--47,UA,1.0,Other,,Labor,Construction
9436,2011.0,Case Management,Male,39--47,UA,1.0,Other,,,Construction
9437,2011.0,Case Management,Male,39--47,UA,1.0,Other,,,Construction
9438,2011.0,Case Management,Male,39--47,UA,1.0,Other,,,Construction
9439,2011.0,Case Management,Male,39--47,UA,1.0,Other,,Labor,Construction
9440,2011.0,Case Management,Male,39--47,UA,1.0,Other,,,Construction
9441,2011.0,Case Management,Male,39--47,UA,1.0,Other,,Labor,Construction
9442,2011.0,Case Management,Male,39--47,UA,1.0,Other,,,Construction
9443,2011.0,Case Management,Male,39--47,UA,1.0,Other,,Labor,Construction
9444,2011.0,Case Management,Male,39--47,UA,1.0,Other,,,Construction
9445,2011.0,Case Management,Male,39--47,UA,1.0,Other,,,Construction
9446,2011.0,Case Management,Male,39--47,UA,1.0,Other,,Labor,Construction
9447,2011.0,Case Management,Male,39--47,UA,1.0,Other,,,Construction
9448,2011.0,Case Management,Male,39--47,UA,1.0,Other,,,Construction
9449,2011.0,Case Management,Male,39--47,UA,,Other,,,
9450,2011.0,Case Management,Male,39--47,UA,,Other,,,
9451,2011.0,Case Management,Male,39--47,UA,,Other,,,
9452,2011.0,Case Management,Male,39--47,UA,,Other,,,
9453,2011.0,Case Management,Male,39--47,UA,,Other,,,
9454,2011.0,Case Management,Male,39--47,UA,,Other,,,
9455,2011.0,Case Management,Male,39--47,UA,,Other,,,
9456,2011.0,Case Management,Male,39--47,UA,,Other,,,
9457,2011.0,Case Management,Male,39--47,UA,,Other,,,
9458,2011.0,Case Management,Male,39--47,UA,,Other,,,
9459,2011.0,Case Management,Male,39--47,UA,,Other,,,
9460,2011.0,Case Management,Male,39--47,UA,,Other,,,
9461,2011.0,Case Management,Male,39--47,UA,,Other,,,
9462,2011.0,Case Management,Male,39--47,UA,,Other,,,
9463,2011.0,Case Management,Male,39--47,UA,,Other,,,
9464,2011.0,Case Management,Male,39--47,UA,,Other,,,
