,yearOfRegistration,Datasource,gender,ageBroad,citizenship,isForcedLabour,control_category,RecruiterCategory,ExploitType,Labor_Type
12452,2013.0,Case Management,Male,39--47,UA,1.0,Threats,Friend/Acquaintance,Labor,Construction
12453,2013.0,Case Management,Male,39--47,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
12454,2013.0,Case Management,Male,39--47,UA,1.0,Threats,Friend/Acquaintance,Labor,Construction
12455,2013.0,Case Management,Male,39--47,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
12456,2013.0,Case Management,Male,39--47,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
12457,2013.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
12458,2013.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
12459,2013.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
12460,2013.0,Case Management,Male,39--47,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
12562,2013.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
12564,2013.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
12565,2013.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
12566,2013.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
12567,2013.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
12568,2013.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
12569,2013.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
12570,2013.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
12571,2013.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
12572,2013.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
12573,2013.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
12574,2013.0,Case Management,Male,48+,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
12575,2013.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
12576,2013.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
12577,2013.0,Case Management,Male,48+,UA,1.0,Threats,Other,Labor,Construction
12578,2013.0,Case Management,Male,48+,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
12579,2013.0,Case Management,Male,48+,UA,1.0,Threats,Other,Labor,Construction
12580,2013.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
12581,2013.0,Case Management,Male,48+,UA,1.0,Financial,Other,Labor,Construction
12582,2013.0,Case Management,Male,48+,UA,1.0,Threats,Other,Labor,Construction
12805,2014.0,Case Management,Female,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
12806,2014.0,Case Management,Female,0--8,UG,1.0,Threats,Other,Labor,Begging
12807,2014.0,Case Management,Female,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
12808,2014.0,Case Management,Female,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
12809,2014.0,Case Management,Female,0--8,UG,1.0,Financial,Family/Relative,Labor,Begging
12810,2014.0,Case Management,Female,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
12811,2014.0,Case Management,Female,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
12812,2014.0,Case Management,Female,0--8,UG,1.0,Threats,Other,Labor,Begging
12813,2014.0,Case Management,Female,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
12814,2014.0,Case Management,Female,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
12816,2014.0,Case Management,Female,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
12817,2014.0,Case Management,Female,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
12818,2014.0,Case Management,Female,0--8,UG,1.0,Threats,Other,Labor,Begging
12819,2014.0,Case Management,Female,0--8,UG,1.0,Threats,Other,Labor,Begging
12820,2014.0,Case Management,Female,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
12821,2014.0,Case Management,Female,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
12822,2014.0,Case Management,Female,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
12823,2014.0,Case Management,Female,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
12824,2014.0,Case Management,Female,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
14445,2014.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
14446,2014.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
14447,2014.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
14448,2014.0,Case Management,Female,48+,UA,1.0,Financial,Friend/Acquaintance,Labor,Manufacturing
14449,2014.0,Case Management,Female,48+,UA,1.0,Financial,Friend/Acquaintance,Labor,Manufacturing
14450,2014.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
14451,2014.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
14452,2014.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
14453,2014.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
14454,2014.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
14455,2014.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
14456,2014.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
14457,2014.0,Case Management,Female,48+,UA,1.0,Threats,Other,Labor,Manufacturing
14458,2014.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
14459,2014.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
14460,2014.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
14679,2014.0,Case Management,Female,9--17,UG,1.0,Financial,Other,Labor,Begging
14680,2014.0,Case Management,Female,9--17,UG,1.0,Physical,Other,Labor,Begging
14681,2014.0,Case Management,Female,9--17,UG,1.0,Threats,Family/Relative,Labor,Begging
14682,2014.0,Case Management,Female,9--17,UG,1.0,Financial,Family/Relative,Labor,Begging
14683,2014.0,Case Management,Female,9--17,UG,1.0,Other,Other,Labor,Begging
14684,2014.0,Case Management,Female,9--17,UG,1.0,Threats,Family/Relative,Labor,Begging
14685,2014.0,Case Management,Female,9--17,UG,1.0,Threats,Family/Relative,Labor,Begging
14686,2014.0,Case Management,Female,9--17,UG,1.0,Threats,Family/Relative,Labor,Begging
14687,2014.0,Case Management,Female,9--17,UG,1.0,Threats,Other,Labor,Begging
14688,2014.0,Case Management,Female,9--17,UG,1.0,Financial,Family/Relative,Labor,Begging
14689,2014.0,Case Management,Female,9--17,UG,1.0,Threats,Other,Labor,Begging
14691,2014.0,Case Management,Female,9--17,UG,1.0,Other,Family/Relative,Labor,Begging
14693,2014.0,Case Management,Female,9--17,UG,1.0,Other,Other,Labor,Begging
14694,2014.0,Case Management,Female,9--17,UG,1.0,Financial,Family/Relative,Labor,Begging
14695,2014.0,Case Management,Female,9--17,UG,1.0,Threats,Other,Labor,Begging
14696,2014.0,Case Management,Female,9--17,UG,1.0,Other,Other,Labor,Begging
14697,2014.0,Case Management,Female,9--17,UG,1.0,Threats,Family/Relative,Labor,Begging
14698,2014.0,Case Management,Female,9--17,UG,1.0,Threats,Family/Relative,Labor,Begging
14699,2014.0,Case Management,Female,9--17,UG,1.0,Financial,Family/Relative,Labor,Begging
14700,2014.0,Case Management,Female,9--17,UG,1.0,Threats,Other,Labor,Begging
14701,2014.0,Case Management,Female,9--17,UG,1.0,Financial,Family/Relative,Labor,Begging
14742,2014.0,Case Management,Male,0--8,UG,1.0,Financial,Family/Relative,Labor,Begging
14743,2014.0,Case Management,Male,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
14744,2014.0,Case Management,Male,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
14745,2014.0,Case Management,Male,0--8,UG,1.0,Threats,Other,Labor,Begging
14746,2014.0,Case Management,Male,0--8,UG,1.0,Other,Family/Relative,Labor,Begging
14747,2014.0,Case Management,Male,0--8,UG,1.0,Threats,Other,Labor,Begging
14748,2014.0,Case Management,Male,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
14749,2014.0,Case Management,Male,0--8,UG,1.0,Financial,Family/Relative,Labor,Begging
14750,2014.0,Case Management,Male,0--8,UG,1.0,Threats,Other,Labor,Begging
14751,2014.0,Case Management,Male,0--8,UG,1.0,Threats,Other,Labor,Begging
14752,2014.0,Case Management,Male,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
14753,2014.0,Case Management,Male,0--8,UG,1.0,Physical,Family/Relative,Labor,Begging
14754,2014.0,Case Management,Male,0--8,UG,1.0,Other,Family/Relative,Labor,Begging
14755,2014.0,Case Management,Male,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
14756,2014.0,Case Management,Male,0--8,UG,1.0,Threats,Other,Labor,Begging
14757,2014.0,Case Management,Male,0--8,UG,1.0,Other,Family/Relative,Labor,Begging
14758,2014.0,Case Management,Male,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
14759,2014.0,Case Management,Male,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
14760,2014.0,Case Management,Male,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
14761,2014.0,Case Management,Male,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
14762,2014.0,Case Management,Male,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
14763,2014.0,Case Management,Male,0--8,UG,1.0,Threats,Other,Labor,Begging
14764,2014.0,Case Management,Male,0--8,UG,1.0,Financial,Family/Relative,Labor,Begging
14765,2014.0,Case Management,Male,0--8,UG,1.0,Threats,Family/Relative,Labor,Begging
14766,2014.0,Case Management,Male,0--8,UG,1.0,Threats,Other,Labor,Begging
14767,2014.0,Case Management,Male,0--8,UG,1.0,Threats,Other,Labor,Begging
15239,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15240,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15241,2014.0,Case Management,Male,30--38,UA,1.0,Threats,Other,Labor,Construction
15242,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15243,2014.0,Case Management,Male,30--38,UA,1.0,Threats,Other,Labor,Construction
15244,2014.0,Case Management,Male,30--38,UA,1.0,Threats,Other,Labor,Construction
15245,2014.0,Case Management,Male,30--38,UA,1.0,Threats,Other,Labor,Construction
15246,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
15247,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15248,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15249,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15250,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15251,2014.0,Case Management,Male,30--38,UA,1.0,Threats,Other,Labor,Construction
15252,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15253,2014.0,Case Management,Male,30--38,UA,1.0,Threats,Other,Labor,Construction
15254,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15255,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15256,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15257,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15258,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15259,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15260,2014.0,Case Management,Male,30--38,UA,1.0,Threats,Other,Labor,Construction
15261,2014.0,Case Management,Male,30--38,UA,1.0,Threats,Other,Labor,Construction
15262,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15263,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15264,2014.0,Case Management,Male,30--38,UA,1.0,Threats,Other,Labor,Construction
15265,2014.0,Case Management,Male,30--38,UA,1.0,Threats,Other,Labor,Construction
15266,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15267,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15268,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15269,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15270,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15271,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15272,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
15273,2014.0,Case Management,Male,30--38,UA,1.0,Threats,Other,Labor,Construction
15274,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Family/Relative,Labor,Construction
15275,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15276,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
15277,2014.0,Case Management,Male,30--38,UA,1.0,Financial,Other,Labor,Construction
15484,2014.0,Case Management,Male,39--47,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
15485,2014.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
15486,2014.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
15487,2014.0,Case Management,Male,39--47,UA,1.0,Threats,Other,Labor,Construction
15488,2014.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
15489,2014.0,Case Management,Male,39--47,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
15490,2014.0,Case Management,Male,39--47,UA,1.0,Threats,Other,Labor,Construction
15491,2014.0,Case Management,Male,39--47,UA,1.0,Threats,Other,Labor,Construction
15492,2014.0,Case Management,Male,39--47,UA,1.0,Threats,Other,Labor,Construction
15493,2014.0,Case Management,Male,39--47,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
15494,2014.0,Case Management,Male,39--47,UA,1.0,Threats,Other,Labor,Construction
15495,2014.0,Case Management,Male,39--47,UA,1.0,Threats,Other,Labor,Construction
15496,2014.0,Case Management,Male,39--47,UA,1.0,Threats,Other,Labor,Construction
15497,2014.0,Case Management,Male,39--47,UA,1.0,Financial,Other,Labor,Construction
15630,2014.0,Case Management,Male,9--17,AF,1.0,Threats,Other,Labor,Construction
16116,2015.0,Case Management,Female,24--26,UA,1.0,Financial,Other,Labor,Manufacturing
16118,2015.0,Case Management,Female,24--26,UA,1.0,Financial,Other,Labor,Manufacturing
16119,2015.0,Case Management,Female,24--26,UA,1.0,Financial,Other,Labor,Manufacturing
16120,2015.0,Case Management,Female,24--26,UA,1.0,Threats,Other,Labor,Manufacturing
16121,2015.0,Case Management,Female,24--26,UA,1.0,Threats,Other,Labor,Manufacturing
16122,2015.0,Case Management,Female,24--26,UA,1.0,Financial,Other,Labor,Manufacturing
16123,2015.0,Case Management,Female,24--26,UA,1.0,Threats,Other,Labor,Manufacturing
16125,2015.0,Case Management,Female,24--26,UA,1.0,Financial,Other,Labor,Manufacturing
16126,2015.0,Case Management,Female,24--26,UA,1.0,Financial,Other,Labor,Manufacturing
16127,2015.0,Case Management,Female,24--26,UA,1.0,Financial,Other,Labor,Manufacturing
16242,2015.0,Case Management,Female,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
16243,2015.0,Case Management,Female,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
16244,2015.0,Case Management,Female,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
16245,2015.0,Case Management,Female,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
16246,2015.0,Case Management,Female,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
16247,2015.0,Case Management,Female,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
16248,2015.0,Case Management,Female,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
16250,2015.0,Case Management,Female,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
16251,2015.0,Case Management,Female,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
16252,2015.0,Case Management,Female,27--29,UA,1.0,Threats,Other,Labor,Manufacturing
16253,2015.0,Case Management,Female,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
16254,2015.0,Case Management,Female,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
16255,2015.0,Case Management,Female,27--29,UA,1.0,Financial,Friend/Acquaintance,Labor,Manufacturing
16256,2015.0,Case Management,Female,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
16257,2015.0,Case Management,Female,27--29,UA,1.0,Financial,Friend/Acquaintance,Labor,Manufacturing
16456,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
16457,2015.0,Case Management,Female,30--38,UA,1.0,Threats,Other,Labor,Manufacturing
16458,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
16459,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Friend/Acquaintance,Labor,Manufacturing
16460,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
16461,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
16462,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
16463,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
16464,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
16465,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
16466,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
16467,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
16468,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
16469,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
16470,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
16471,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
16472,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
16473,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
16474,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
16475,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
16476,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Other,Labor,Manufacturing
16477,2015.0,Case Management,Female,30--38,UA,1.0,Financial,Friend/Acquaintance,Labor,Manufacturing
16580,2015.0,Case Management,Female,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
16581,2015.0,Case Management,Female,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
16582,2015.0,Case Management,Female,39--47,UA,1.0,Financial,Friend/Acquaintance,Labor,Manufacturing
16584,2015.0,Case Management,Female,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
16585,2015.0,Case Management,Female,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
16586,2015.0,Case Management,Female,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
16587,2015.0,Case Management,Female,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
16588,2015.0,Case Management,Female,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
16589,2015.0,Case Management,Female,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
16590,2015.0,Case Management,Female,39--47,UA,1.0,Survival,Other,Labor,Manufacturing
16591,2015.0,Case Management,Female,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
16592,2015.0,Case Management,Female,39--47,UA,1.0,Threats,Other,Labor,Manufacturing
16593,2015.0,Case Management,Female,39--47,UA,1.0,Financial,Other,Labor,Manufacturing
16646,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16647,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16648,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16649,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16650,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16651,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16653,2015.0,Case Management,Female,48+,UA,1.0,Threats,Other,Labor,Manufacturing
16654,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16655,2015.0,Case Management,Female,48+,UA,1.0,Financial,Friend/Acquaintance,Labor,Manufacturing
16656,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16657,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16658,2015.0,Case Management,Female,48+,UA,1.0,Threats,Other,Labor,Manufacturing
16659,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16660,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16661,2015.0,Case Management,Female,48+,UA,1.0,Financial,Friend/Acquaintance,Labor,Manufacturing
16662,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16663,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16664,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16665,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16666,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16667,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16668,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16669,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16670,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16671,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16672,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16673,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16675,2015.0,Case Management,Female,48+,UA,1.0,Financial,Friend/Acquaintance,Labor,Manufacturing
16676,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16677,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16678,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16679,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16680,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16681,2015.0,Case Management,Female,48+,UA,1.0,Financial,Friend/Acquaintance,Labor,Manufacturing
16683,2015.0,Case Management,Female,48+,UA,1.0,Threats,Other,Labor,Manufacturing
16684,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
16685,2015.0,Case Management,Female,48+,UA,1.0,Financial,Other,Labor,Manufacturing
17005,2015.0,Case Management,Male,21--23,BY,1.0,Threats,Friend/Acquaintance,Labor,Construction
17006,2015.0,Case Management,Male,21--23,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
17007,2015.0,Case Management,Male,21--23,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
17008,2015.0,Case Management,Male,21--23,BY,1.0,Threats,Other,Labor,Construction
17009,2015.0,Case Management,Male,21--23,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
17010,2015.0,Case Management,Male,21--23,BY,1.0,Financial,Friend/Acquaintance,Labor,Construction
17012,2015.0,Case Management,Male,21--23,BY,1.0,Financial,Other,Labor,Construction
17013,2015.0,Case Management,Male,21--23,BY,1.0,Financial,Other,Labor,Construction
17014,2015.0,Case Management,Male,21--23,BY,1.0,Financial,Other,Labor,Construction
17015,2015.0,Case Management,Male,21--23,BY,1.0,Financial,Other,Labor,Construction
17154,2015.0,Case Management,Male,24--26,MM,1.0,Financial,Other,Labor,Aquafarming
17155,2015.0,Case Management,Male,24--26,MM,1.0,Other,Family/Relative,Labor,Aquafarming
17156,2015.0,Case Management,Male,24--26,MM,1.0,Financial,Friend/Acquaintance,Labor,Aquafarming
17157,2015.0,Case Management,Male,24--26,MM,1.0,Financial,Friend/Acquaintance,Labor,Aquafarming
17158,2015.0,Case Management,Male,24--26,MM,1.0,Financial,Friend/Acquaintance,Labor,Aquafarming
17160,2015.0,Case Management,Male,24--26,MM,1.0,Other,Friend/Acquaintance,Labor,Aquafarming
17161,2015.0,Case Management,Male,24--26,MM,1.0,Other,Other,Labor,Aquafarming
17162,2015.0,Case Management,Male,24--26,MM,1.0,Financial,Friend/Acquaintance,Labor,Aquafarming
17163,2015.0,Case Management,Male,24--26,MM,1.0,Financial,Other,Labor,Aquafarming
17164,2015.0,Case Management,Male,24--26,MM,1.0,Financial,Friend/Acquaintance,Labor,Aquafarming
17284,2015.0,Case Management,Male,24--26,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
17285,2015.0,Case Management,Male,24--26,UA,1.0,Threats,Other,Labor,Construction
17286,2015.0,Case Management,Male,24--26,UA,1.0,Financial,Other,Labor,Construction
17287,2015.0,Case Management,Male,24--26,UA,1.0,Financial,Other,Labor,Construction
17288,2015.0,Case Management,Male,24--26,UA,1.0,Financial,Other,Labor,Construction
17289,2015.0,Case Management,Male,24--26,UA,1.0,Financial,Other,Labor,Construction
17290,2015.0,Case Management,Male,24--26,UA,1.0,Financial,Other,Labor,Construction
17291,2015.0,Case Management,Male,24--26,UA,1.0,Financial,Friend/Acquaintance,Labor,Construction
17292,2015.0,Case Management,Male,24--26,UA,1.0,Financial,Other,Labor,Construction
17293,2015.0,Case Management,Male,24--26,UA,1.0,Financial,Other,Labor,Construction
17294,2015.0,Case Management,Male,24--26,UA,1.0,Financial,Other,Labor,Construction
17295,2015.0,Case Management,Male,24--26,UA,1.0,Financial,Other,Labor,Construction
17296,2015.0,Case Management,Male,24--26,UA,1.0,Financial,Other,Labor,Construction
17456,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
17457,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
17458,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
17459,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
17460,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
17461,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
17462,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
17463,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
17464,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
17465,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
17466,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Manufacturing
17467,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Construction
17468,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Construction
17469,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Construction
17470,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Construction
17471,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Construction
17472,2015.0,Case Management,Male,27--29,UA,1.0,Financial,Other,Labor,Construction
